Geo Point;Geo Shape;ID;Code TAF/TAP;Nom symbolique;Abréviation LST FR courte;Abréviation LST NL courte;Abréviation LST FR complète;Abréviation LST NL complète;Nom FR court;Nom NL court;Nom FR moyen;Nom NL moyen;Nom FR complet;Nom NL complet;Classification en néerlandais;Classification en anglais;Classification en anglais
50.3208500011,4.87876088163;"{""type"": ""Point"", ""coordinates"": [4.878760881633931, 50.32085000105744]}";1255;BE01255;NV;YVOIR;YVOIR;YVOIR;YVOIR;Yvoir;Yvoir;Yvoir;Yvoir;Yvoir;Yvoir;Station;Gare;Gare
50.7588180668,5.7030422818;"{""type"": ""Point"", ""coordinates"": [5.703042281799725, 50.75881806681814]}";1196;BE01196;FVSFR;VISE-FR;VISE-FR;VISE-FRONTIERE;VISE-FRONTIERE;Visé-Fr;Visé-Fr;Visé-Frontière;Visé-Frontière;Visé-Frontière;Visé-Frontière;Netgrens;Frontière du réseau;Frontière du réseau
50.9309453893,5.32607132427;"{""type"": ""Point"", ""coordinates"": [5.326071324265479, 50.930945389253445]}";523;BE00523;FHS;HASSELT;HASSELT;HASSELT;HASSELT;Hasselt;Hasselt;Hasselt;Hasselt;Hasselt;Hasselt;Station;Gare;Gare
50.4831411025,4.54483146656;"{""type"": ""Point"", ""coordinates"": [4.544831466562115, 50.483141102491544]}";404;BE00404;LFR;FLEURUS;FLEURUS;FLEURUS;FLEURUS;Fleurus;Fleurus;Fleurus;Fleurus;Fleurus;Fleurus;Station;Gare;Gare
51.1435765693,4.58584093278;"{""type"": ""Point"", ""coordinates"": [4.585840932775217, 51.14357656926053]}";1578;BE01578;YNZTH;Y.NAZARETH;Y.NAZARETH;Y.NAZARETH;Y.NAZARETH;Y.Nazareth;Y.Nazareth;Y.Nazareth;Y.Nazareth;Y.Nazareth;Y.Nazareth;Vertakking;Bifurcation;Bifurcation
50.8851221531,4.40135291498;"{""type"": ""Point"", ""coordinates"": [4.401352914979442, 50.88512215309077]}";1035;BE01035;FSRBV;SCHAERBEEK-V;SCHAARBEEK-V;SCHAERBEEK-FAISCEAU V;SCHAARBEEK-BUNDEL V;Schaerbeek-V;Schaarbeek-V;Schaerbeek-Faisc. V;Schaarbeek-Bundel V;Schaerbeek-Faisceau V;Schaarbeek-Bundel V;Station;Gare;Gare
50.5974452435,5.4735364641;"{""type"": ""Point"", ""coordinates"": [5.473536464096703, 50.597445243478276]}";428;BE00428;LFA;FLEMALLE-ANN;FLEMALLE-ANN;FLEMALLE-ANNEXE;FLEMALLE-ANNEXE;Flémalle-Ann;Flémalle-Ann;Flémalle-Annexe;Flémalle-Annexe;Flémalle-Annexe;Flémalle-Annexe;Station;Gare;Gare
51.0310697834,3.75440964865;"{""type"": ""Point"", ""coordinates"": [3.754409648649981, 51.03106978337501]}";1588;BE01588;YLBGN;Y.N.LEDEBERG;Y.N.LEDEBERG;Y.NOORD DRIEHOEK LEDEBERG;Y.NOORD DRIEHOEK LEDEBERG;Y.N.Ledeberg;Y.N.Ledeberg;Y.Noord Dr.Ledeberg;Y.Noord Dr.Ledeberg;Y.Noord Driehoek Ledeberg;Y.Noord Driehoek Ledeberg;Vertakking;Bifurcation;Bifurcation
50.8924283486,3.42559831801;"{""type"": ""Point"", ""coordinates"": [3.425598318010873, 50.89242834863913]}";1212;BE01212;FVG;WAREGEM;WAREGEM;WAREGEM;WAREGEM;Waregem;Waregem;Waregem;Waregem;Waregem;Waregem;Station;Gare;Gare
50.3468040834,4.25726001573;"{""type"": ""Point"", ""coordinates"": [4.257260015732781, 50.34680408337835]}";745;BE00745;NLSG;LOBBES-GAR;LOBBES-GAR;LOBBES-GARAGE;LOBBES-GARAGE;Lobbes-Gar;Lobbes-Gar;Lobbes-Garage;Lobbes-Garage;Lobbes-Garage;Lobbes-Garage;Station;Gare;Gare
51.2014903088,4.43044832922;"{""type"": ""Point"", ""coordinates"": [4.430448329219593, 51.20149030876879]}";1593;BE01593;YFCVO;Y.O.BERCHEM;Y.O.BERCHEM;Y.OOST BERCHEM;Y.OOST BERCHEM;Y.O.Berchem;Y.O.Berchem;Y.Oost Berchem;Y.Oost Berchem;Y.Oost Berchem;Y.Oost Berchem;Vertakking;Bifurcation;Bifurcation
51.3340710001,4.32929999553;"{""type"": ""Point"", ""coordinates"": [4.329299995533513, 51.33407100013438]}";97;BE00097;ZANDV;ZANDVLIET;ZANDVLIET;ANTWERPEN-D.S.-ZANDVLIET;ANTWERPEN-D.S.-ZANDVLIET;Zandvliet;Zandvliet;Antw-DS-Zandvliet;Antw-DS-Zandvliet;Antwerpen-D.S.-Zandvliet;Antwerpen-D.S.-Zandvliet;Station;Gare;Gare
50.4921208818,5.02646071407;"{""type"": ""Point"", ""coordinates"": [5.026460714068381, 50.49212088175698]}";1062;BE01062;NS;SCLAIGNEAUX;SCLAIGNEAUX;SCLAIGNEAUX;SCLAIGNEAUX;Sclaigneaux;Sclaigneaux;Sclaigneaux;Sclaigneaux;Sclaigneaux;Sclaigneaux;Station;Gare;Gare
50.7993556195,4.3016135487;"{""type"": ""Point"", ""coordinates"": [4.301613548695722, 50.79935561950519]}";1611;BE01611;YRUBR;Y.RUISBROEK;Y.RUISBROEK;Y.RUISBROEK;Y.RUISBROEK;Y.Ruisbroek;Y.Ruisbroek;Y.Ruisbroek;Y.Ruisbroek;Y.Ruisbroek;Y.Ruisbroek;Vertakking;Bifurcation;Bifurcation
51.2722491358,4.3476769242;"{""type"": ""Point"", ""coordinates"": [4.347676924198655, 51.27224913577474]}";96;BE00096;RHODE;RHODESIE;RHODESIE;ANTWERPEN-D.S.-RHODESIE;ANTWERPEN-D.S.-RHODESIE;Rhodesië;Rhodesië;Antw-DS-Rhodesië;Antw-DS-Rhodesië;Antwerpen-D.S.-Rhodesië;Antwerpen-D.S.-Rhodesië;Station;Gare;Gare
51.1360436851,4.56177577286;"{""type"": ""Point"", ""coordinates"": [4.561775772858921, 51.13604368513173]}";732;BE00732;FLR;LIER;LIER;LIER;LIER;Lierre;Lier;Lierre;Lier;Lierre;Lier;Station;Gare;Gare
50.2320280771,4.52178412968;"{""type"": ""Point"", ""coordinates"": [4.521784129683271, 50.2320280770804]}";1295;BE01295;RPET;R.LES PETONS;R.LES PETONS;RACC.YVES-GOMEZEE-LES PETONS;RACC.YVES-GOMEZEE-LES PETONS;R.Les Petons;R.Les Petons;Racc.Les Petons;Racc.Les Petons;Racc.Yves-Gomezée-Les Petons;Racc.Yves-Gomezée-Les Petons;Verbinding;Raccordement;Raccordement
51.214184372,4.3313714081;"{""type"": ""Point"", ""coordinates"": [4.331371408095074, 51.21418437201384]}";1282;BE01282;LZDD;ZWIJNDR-D;ZWIJNDR-D;ZWIJNDRECHT-ROOSTER D;ZWIJNDRECHT-ROOSTER D;Zwijndr-D;Zwijndr-D;Zwijndrecht-Rooster;Zwijndrecht-D;Zwijndrecht-Rooster D;Zwijndrecht-Rooster D;Rooster;Gril;Gril
51.0229519794,4.10132701196;"{""type"": ""Point"", ""coordinates"": [4.101327011961008, 51.022951979404894]}";319;BE00319;FDR;DENDERMONDE;DENDERMONDE;DENDERMONDE;DENDERMONDE;Termonde;Dendermonde;Termonde;Dendermonde;Termonde;Dendermonde;Station;Gare;Gare
51.2877337241,4.41353249923;"{""type"": ""Point"", ""coordinates"": [4.413532499234272, 51.28773372407241]}";1616;BE01616;YSCHN;Y.SCHIJN;Y.SCHIJN;Y.SCHIJN;Y.SCHIJN;Y.Schijn;Y.Schijn;Y.Schijn;Y.Schijn;Y.Schijn;Y.Schijn;Vertakking;Bifurcation;Bifurcation
50.9973978329,4.52026119631;"{""type"": ""Point"", ""coordinates"": [4.520261196314674, 50.997397832885184]}";1602;BE01602;YPRHK;Y.PRINSENH;Y.PRINSENH;Y.PRINSENHOEK;Y.PRINSENHOEK;Y.Prinsenh;Y.Prinsenh;Y.Prinsenhoek;Y.Prinsenhoek;Y.Prinsenhoek;Y.Prinsenhoek;Vertakking;Bifurcation;Bifurcation
51.293402006,3.22796183045;"{""type"": ""Point"", ""coordinates"": [3.227961830454421, 51.29340200595728]}";1268;BE01268;BPEL;B.PELIKAAN;B.PELIKAAN;ZEEBRUGGE-BUNDEL PELIKAAN;ZEEBRUGGE-BUNDEL PELIKAAN;B.Pelikaan;B.Pelikaan;Zeebrugge-B.Pelikaan;Zeebrugge-B.Pelikaan;Zeebrugge-Bundel Pelikaan;Zeebrugge-Bundel Pelikaan;Station;Gare;Gare
51.0296775809,3.74649775054;"{""type"": ""Point"", ""coordinates"": [3.746497750541609, 51.02967758092395]}";1638;BE01638;YLBGW;Y.W.LEDEBERG;Y.W.LEDEBERG;Y.WEST DRIEHOEK LEDEBERG;Y.WEST DRIEHOEK LEDEBERG;Y.W.Ledeberg;Y.W.Ledeberg;Y.West Dr.Ledeberg;Y.West Dr.Ledeberg;Y.West Driehoek Ledeberg;Y.West Driehoek Ledeberg;Vertakking;Bifurcation;Bifurcation
51.3027017098,4.34719317042;"{""type"": ""Point"", ""coordinates"": [4.34719317042137, 51.302701709845124]}";51;BE00051;FND10;ANTW-ND-BL10;ANTW-ND-BL10;ANTWERPEN-NOORD-BLOK 10;ANTWERPEN-NOORD-BLOK 10;Antw-Nd-Bl10;Antw-Nd-Bl10;Antw-Nd-Blok 10;Antw-Nd-Blok 10;Antwerpen-Noord-Blok 10;Antwerpen-Noord-Blok 10;Rooster;Gril;Gril
50.6578673346,3.85759447673;"{""type"": ""Point"", ""coordinates"": [3.857594476728408, 50.657867334649076]}";461;BE00461;FGS;GHISLENGHIEN;GHISLENGHIEN;GHISLENGHIEN;GHISLENGHIEN;Ghislenghien;Gellingen;Ghislenghien;Gellingen;Ghislenghien;Gellingen;Station;Gare;Gare
50.8835088689,4.48158751038;"{""type"": ""Point"", ""coordinates"": [4.481587510383538, 50.88350886893058]}";1641;BE01641;YFZA;Y.ZAVENTEM;Y.ZAVENTEM;Y.ZAVENTEM;Y.ZAVENTEM;Y.Zaventem;Y.Zaventem;Y.Zaventem;Y.Zaventem;Y.Zaventem;Y.Zaventem;Vertakking;Bifurcation;Bifurcation
51.2988739871,4.36420499133;"{""type"": ""Point"", ""coordinates"": [4.364204991331072, 51.298873987135735]}";52;BE00052;FNDM9;ANTW-ND-M9N9;ANTW-ND-M9N9;ANTWERPEN-NOORD-BLOK M9-N9;ANTWERPEN-NOORD-BLOK M9-N9;Antw-Nd-M9N9;Antw-Nd-M9N9;Antw-Nd-Blok M9-N9;Antw-Nd-Blok M9-N9;Antwerpen-Noord-Blok M9-N9;Antwerpen-Noord-Blok M9-N9;Rooster;Gril;Gril
50.8394593881,4.02626327174;"{""type"": ""Point"", ""coordinates"": [4.026263271738278, 50.83945938811431]}";910;BE00910;FNN;NINOVE;NINOVE;NINOVE;NINOVE;Ninove;Ninove;Ninove;Ninove;Ninove;Ninove;Station;Gare;Gare
50.8956224688,4.71246242784;"{""type"": ""Point"", ""coordinates"": [4.712462427839004, 50.895622468815276]}";5;BE00005;YFLVM;Y.LEUVEN-M;Y.LEUVEN-M;Y.LEUVEN-BUNDEL M;Y.LEUVEN-BUNDEL M;Y.Leuven-M;Y.Leuven-M;Y.Leuven-Bundel M;Y.Leuven-Bundel M;Y.Leuven-Bundel M;Y.Leuven-Bundel M;Vertakking;Bifurcation;Bifurcation
51.2947479938,4.38482934721;"{""type"": ""Point"", ""coordinates"": [4.384829347211285, 51.29474799377062]}";53;BE00053;FNDL9;ANTW-ND-B.L9;ANTW-ND-B.L9;ANTWERPEN-NOORD-BLOK L9;ANTWERPEN-NOORD-BLOK L9;Antw-Nd-B.L9;Antw-Nd-B.L9;Antw-Nd-Blok L9;Antw-Nd-Blok L9;Antwerpen-Noord-Blok L9;Antwerpen-Noord-Blok L9;Rooster;Gril;Gril
51.0944960912,3.67763587646;"{""type"": ""Point"", ""coordinates"": [3.677635876457034, 51.09449609124387]}";379;BE00379;FMVOD;EVERG-OVERDM;EVERG-OVERDM;EVERGEM-OVERDAM;EVERGEM-OVERDAM;Everg-Overdm;Everg-Overdm;Evergem-Overdam;Evergem-Overdam;Evergem-Overdam;Evergem-Overdam;Verbinding;Raccordement;Raccordement
50.8817480136,4.38575621396;"{""type"": ""Point"", ""coordinates"": [4.385756213960399, 50.881748013624915]}";1352;BE01352;YALBR;Y.PT ALBERT;Y.ALBERTBRUG;Y.PONT ALBERT;Y.ALBERTBRUG;Y.Pt Albert;Y.Albertbrug;Y.Pont Albert;Y.Albertbrug;Y.Pont Albert;Y.Albertbrug;Vertakking;Bifurcation;Bifurcation
51.2877311795,4.27998312942;"{""type"": ""Point"", ""coordinates"": [4.279983129416891, 51.28773117945959]}";1809;BE01809;YGSLW;Y.GESLECHT-W;Y.GESLECHT-W;Y.GESLECHT-WEST;Y.GESLECHT-WEST;Y.Geslecht-W;Y.Geslecht-W;Y.Geslecht-West;Y.Geslecht-West;Y.Geslecht-West;Y.Geslecht-West;Vertakking;Bifurcation;Bifurcation
50.7478945451,5.07962743494;"{""type"": ""Point"", ""coordinates"": [5.079627434938351, 50.74789454513529]}";684;BE00684;FLD;LANDEN;LANDEN;LANDEN;LANDEN;Landen;Landen;Landen;Landen;Landen;Landen;Station;Gare;Gare
50.9186135901,4.46084298162;"{""type"": ""Point"", ""coordinates"": [4.460842981615868, 50.91861359013688]}";1355;BE01355;YMCHN;Y.MACHELEN-N;Y.MACHELEN-N;Y.MACHELEN-NOORD;Y.MACHELEN-NOORD;Y.Machelen-N;Y.Machelen-N;Y.Machelen-Noord;Y.Machelen-Noord;Y.Machelen-Noord;Y.Machelen-Noord;Vertakking;Bifurcation;Bifurcation
51.2669874659,4.27919034893;"{""type"": ""Point"", ""coordinates"": [4.279190348932296, 51.26698746591205]}";1810;BE01810;YKTNO;Y.KETENIS-O;Y.KETENIS-O;Y.KETENIS-OOST;Y.KETENIS-OOST;Y.Ketenis-O;Y.Ketenis-O;Y.Ketenis-Oost;Y.Ketenis-Oost;Y.Ketenis-Oost;Y.Ketenis-Oost;Vertakking;Bifurcation;Bifurcation
50.5060120592,4.38425045007;"{""type"": ""Point"", ""coordinates"": [4.38425045006574, 50.506012059204906]}";768;BE00768;FLU;LUTTRE;LUTTRE;LUTTRE;LUTTRE;Luttre;Luttre;Luttre;Luttre;Luttre;Luttre;Station;Gare;Gare
51.2545549813,4.38951060038;"{""type"": ""Point"", ""coordinates"": [4.389510600381715, 51.25455498132545]}";387;BE00387;YALSK;Y.ALASKA;Y.ALASKA;Y.ALASKA;Y.ALASKA;Y.Alaska;Y.Alaska;Y.Alaska;Y.Alaska;Y.Alaska;Y.Alaska;Vertakking;Bifurcation;Bifurcation
50.903312314,4.43733361357;"{""type"": ""Point"", ""coordinates"": [4.437333613573273, 50.903312313998484]}";1816;BE01816;MACHR;MACHELEN-R0;MACHELEN-R0;MACHELEN-RING;MACHELEN-RING;Machelen-R0;Machelen-R0;Machelen-Ring;Machelen-Ring;Machelen-Ring;Machelen-Ring;Rooster;Gril;Gril
50.4694564808,4.1739946855;"{""type"": ""Point"", ""coordinates"": [4.173994685503573, 50.469456480759234]}";1613;BE01613;YSTVA;Y.ST-VAAST;Y.ST-VAAST;Y.SAINT-VAAST;Y.SAINT-VAAST;Y.St-Vaast;Y.St-Vaast;Y.Saint-Vaast;Y.Saint-Vaast;Y.Saint-Vaast;Y.Saint-Vaast;Vertakking;Bifurcation;Bifurcation
51.2001421518,3.09330253227;"{""type"": ""Point"", ""coordinates"": [3.093302532270981, 51.20014215183796]}";609;BE00609;FGB;JABBEKE;JABBEKE;JABBEKE;JABBEKE;Jabbeke;Jabbeke;Jabbeke;Jabbeke;Jabbeke;Jabbeke;Rooster;Gril;Gril
50.4596390272,4.66932583853;"{""type"": ""Point"", ""coordinates"": [4.669325838528898, 50.45963902720443]}";618;BE00618;LJF;JEMEPPE-FR.M;JEMEPPE-FR.M;JEMEPPE-FROIDMONT;JEMEPPE-FROIDMONT;Jemeppe-Fr.M;Jemeppe-Fr.M;Jemeppe-Froidmont;Jemeppe-Froidmont;Jemeppe-Froidmont;Jemeppe-Froidmont;Station;Gare;Gare
50.8757930835,4.12567290558;"{""type"": ""Point"", ""coordinates"": [4.125672905581443, 50.87579308346408]}";1620;BE01620;YSKL;Y.ST-K-LOMB;Y.ST-K-LOMB;Y.SINT-KATHERINA-LOMBEEK;Y.SINT-KATHERINA-LOMBEEK;Y.St-K-Lomb;Y.St-K-Lomb;Y.Sint-Kath-Lombeek;Y.Sint-Kath-Lombeek;Y.Sint-Katherina-Lombeek;Y.Sint-Katherina-Lombeek;Vertakking;Bifurcation;Bifurcation
50.3976198474,4.38997380345;"{""type"": ""Point"", ""coordinates"": [4.389973803453667, 50.39761984736111]}";793;BE00793;NZ;MARCH-ZONE;MARCH-ZONE;MARCHIENNE-ZONE;MARCHIENNE-ZONE;March-Zone;March-Zone;Marchienne-Zone;Marchienne-Zone;Marchienne-Zone;Marchienne-Zone;Station;Gare;Gare
50.6554801425,3.91888276877;"{""type"": ""Point"", ""coordinates"": [3.918882768772142, 50.65548014254578]}";1072;BE01072;YSLLY;Y.SILLY;Y.SILLY;Y.SILLY;Y.SILLY;Y.Silly;Y.Silly;Y.Silly;Y.Silly;Y.Silly;Y.Silly;Vertakking;Bifurcation;Bifurcation
51.068786849,4.49584814311;"{""type"": ""Point"", ""coordinates"": [4.495848143114104, 51.068786849017776]}";1621;BE01621;YSKLW;Y.ST-K-WAVER;Y.ST-K-WAVER;Y.SINT-KATELIJNE-WAVER;Y.SINT-KATELIJNE-WAVER;Y.St-K-Waver;Y.St-K-Waver;Y.Sint-Katel-Waver;Y.Sint-Katel-Waver;Y.Sint-Katelijne-Waver;Y.Sint-Katelijne-Waver;Vertakking;Bifurcation;Bifurcation
50.5909292769,5.86528469355;"{""type"": ""Point"", ""coordinates"": [5.865284693550655, 50.590929276905186]}";1180;BE01180;GVO;VERVIERS-PAL;VERVIERS-PAL;VERVIERS-PALAIS;VERVIERS-PALAIS;Verviers-Pal;Verviers-Pal;Verviers-Palais;Verviers-Paleis;Verviers-Palais;Verviers-Paleis;Stopplaats;Point d'arrêt;Point d'arrêt
51.2742745678,3.21113634624;"{""type"": ""Point"", ""coordinates"": [3.211136346243211, 51.274274567767065]}";846;BE00846;YBDWK;Y.BOUDEWIJNK;Y.BOUDEWIJNK;Y.BOUDEWIJNKANAAL;Y.BOUDEWIJNKANAAL;Y.Boudewijnk;Y.Boudewijnk;Y.Boudewijnkanaal;Y.Boudewijnkanaal;Y.Boudewijnkanaal;Y.Boudewijnkanaal;Vertakking;Bifurcation;Bifurcation
50.5842033834,4.10634112387;"{""type"": ""Point"", ""coordinates"": [4.106341123872132, 50.584203383424686]}";1623;BE01623;YFSG;Y.SOIGNIES;Y.SOIGNIES;Y.SOIGNIES;Y.SOIGNIES;Y.Soignies;Y.Soignies;Y.Soignies;Y.Soignies;Y.Soignies;Y.Soignies;Vertakking;Bifurcation;Bifurcation
50.8964242357,4.48395784739;"{""type"": ""Point"", ""coordinates"": [4.483957847389529, 50.89642423566928]}";219;BE00219;FBNL;BRU AIRPORT;BRU AIRPORT;BRUSSELS AIRPORT - ZAVENTEM;BRUSSELS AIRPORT - ZAVENTEM;Bru Airport;Bru Airport;Brussels Airport;Brussels Airport;Brussels Airport - Zaventem;Brussels Airport - Zaventem;Station;Gare;Gare
50.5377629039,4.18778309831;"{""type"": ""Point"", ""coordinates"": [4.187783098312696, 50.5377629038569]}";1533;BE01533;YLFL;Y.FELUY;Y.FELUY;Y.FELUY;Y.FELUY;Y.Feluy;Y.Feluy;Y.Feluy;Y.Feluy;Y.Feluy;Y.Feluy;Vertakking;Bifurcation;Bifurcation
51.0400512344,3.6879871702;"{""type"": ""Point"", ""coordinates"": [3.68798717019749, 51.04005123439135]}";1624;BE01624;RSNBR;GENT-SNEPBR;GENT-SNEPBR;GENT-ROOSTER SNEPBRUG;GENT-ROOSTER SNEPBRUG;Gent-Snepbr;Gent-Snepbr;Gent-R.Snepbrug;Gent-R.Snepbrug;Gent-Rooster Snepbrug;Gent-Rooster Snepbrug;Rooster;Gril;Gril
50.2586233062,4.43577572849;"{""type"": ""Point"", ""coordinates"": [4.435775728492835, 50.25862330620046]}";1207;BE01207;LWC;WALCOURT;WALCOURT;WALCOURT;WALCOURT;Walcourt;Walcourt;Walcourt;Walcourt;Walcourt;Walcourt;Station;Gare;Gare
50.8821035798,4.39178569383;"{""type"": ""Point"", ""coordinates"": [4.391785693825962, 50.88210357976994]}";1541;BE01541;FSRRN;SCHAERBEEK-N;SCHAARBEEK-N;SCHAERBEEK-GRIL N;SCHAARBEEK-ROOSTER N;Schaerbeek-N;Schaarbeek-N;Schaerbeek-Gril N;Schaarbeek-Rooster N;Schaerbeek-Gril N;Schaarbeek-Rooster N;Rooster;Gril;Gril
50.8716477511,5.50935473033;"{""type"": ""Point"", ""coordinates"": [5.5093547303274, 50.8716477510784]}";233;BE00233;FIEWS;BILZEN-WIJK;BILZEN-WIJK;BILZEN-WIJKSPOOR;BILZEN-WIJKSPOOR;Bilzen-Wijk;Bilzen-Wijk;Bilzen-Wijkspoor;Bilzen-Wijkspoor;Bilzen-Wijkspoor;Bilzen-Wijkspoor;Station;Gare;Gare
50.6083532718,5.61485678132;"{""type"": ""Point"", ""coordinates"": [5.614856781324152, 50.60835327179405]}";266;BE00266;FCH;CHENEE;CHENEE;CHENEE;CHENEE;Chênée;Chênée;Chênée;Chênée;Chênée;Chênée;Station;Gare;Gare
51.2282811317,4.43374335445;"{""type"": ""Point"", ""coordinates"": [4.433743354448129, 51.228281131688924]}";1547;BE01547;YHLND;Y.HOLLAND;Y.HOLLAND;Y.HOLLAND;Y.HOLLAND;Y.Holland;Y.Holland;Y.Holland;Y.Holland;Y.Holland;Y.Holland;Vertakking;Bifurcation;Bifurcation
50.8661136987,4.36415577946;"{""type"": ""Point"", ""coordinates"": [4.364155779457271, 50.8661136986568]}";241;BE00241;RFBNF;BRUXELL-ND-F;BRUSSEL-ND-F;BRUXELLES-NORD-GRIL F;BRUSSEL-NOORD-ROOSTER F;Bruxell-Nd-F;Brussel-Nd-F;Bruxelles-Nd-Gril F;Brussel-Nd-Rooster F;Bruxelles-Nord-Gril F;Brussel-Noord-Rooster F;Rooster;Gril;Gril
50.5061716462,4.2347524771;"{""type"": ""Point"", ""coordinates"": [4.234752477101591, 50.50617164615927]}";784;BE00784;FMN;MANAGE;MANAGE;MANAGE;MANAGE;Manage;Manage;Manage;Manage;Manage;Manage;Station;Gare;Gare
50.7178422093,5.96276535375;"{""type"": ""Point"", ""coordinates"": [5.962765353747285, 50.71784220934689]}";867;BE00867;GMNGQ;MONTZEN-GR.Q;MONTZEN-GR.Q;MONTZEN-GRIL Q;MONTZEN-GRIL Q;Montzen-Gr.Q;Montzen-Gr.Q;Montzen-Gril Q;Montzen-Gril Q;Montzen-Gril Q;Montzen-Gril Q;Rooster;Gril;Gril
50.7469042673,5.81649930401;"{""type"": ""Point"", ""coordinates"": [5.816499304012221, 50.746904267346814]}";242;BE00242;GFM;FOURON-ST-MA;ST-MA-VOEREN;FOURON-SAINT-MARTIN;SINT-MARTENS-VOEREN;Fouron-St-Ma;St-Ma-Voeren;Fouron-St-Martin;St-Mart-Voeren;Fouron-Saint-Martin;Sint-Martens-Voeren;Rooster;Gril;Gril
50.4320824235,4.60886693737;"{""type"": ""Point"", ""coordinates"": [4.608866937373708, 50.432082423506955]}";1125;BE01125;FTM;TAMINES;TAMINES;TAMINES;TAMINES;Tamines;Tamines;Tamines;Tamines;Tamines;Tamines;Station;Gare;Gare
51.0300117053,4.49020675773;"{""type"": ""Point"", ""coordinates"": [4.490206757726313, 51.030011705263895]}";811;BE00811;LNK;NEKKERSPOEL;NEKKERSPOEL;MECHELEN-NEKKERSPOEL;MECHELEN-NEKKERSPOEL;Nekkerspoel;Nekkerspoel;Malines-Nekkerspoel;Mechelen-Nekkerspoel;Malines-Nekkerspoel;Mechelen-Nekkerspoel;Station;Gare;Gare
51.2198375923,4.30273210248;"{""type"": ""Point"", ""coordinates"": [4.302732102483078, 51.21983759230934]}";1806;BE01806;YKATS;Y.KATTESTR;Y.KATTESTR;Y.KATTESTRAAT;Y.KATTESTRAAT;Y.Kattestr;Y.Kattestr;Y.Kattestraat;Y.Kattestraat;Y.Kattestraat;Y.Kattestraat;Vertakking;Bifurcation;Bifurcation
50.8167820003,4.31391999549;"{""type"": ""Point"", ""coordinates"": [4.31391999548944, 50.816782000307306]}";417;BE00417;FOVR;FOREST-VOIT;VORST-RIJT;FOREST-VOITURES;VORST-RIJTUIGEN;Forest-Voit;Vorst-Rijt;Forest-Voitures;Vorst-Rijtuigen;Forest-Voitures;Vorst-Rijtuigen;Dienstinstallatie;Installation de service;Installation de service
51.2099085283,4.27673353163;"{""type"": ""Point"", ""coordinates"": [4.276733531628766, 51.20990852826979]}";43;BE00043;RML;MELSELE-O/Q;MELSELE-O/Q;MELSELE-ROOSTER O/Q;MELSELE-ROOSTER O/Q;Melsele-O/Q;Melsele-O/Q;Melsele-Rooster O/Q;Melsele-Rooster O/Q;Melsele-Rooster O/Q;Melsele-Rooster O/Q;Rooster;Gril;Gril
51.2871319147,4.28620688497;"{""type"": ""Point"", ""coordinates"": [4.286206884968614, 51.28713191470725]}";1808;BE01808;YGSLO;Y.GESLECHT-O;Y.GESLECHT-O;Y.GESLECHT-OOST;Y.GESLECHT-OOST;Y.Geslecht-O;Y.Geslecht-O;Y.Geslecht-Oost;Y.Geslecht-Oost;Y.Geslecht-Oost;Y.Geslecht-Oost;Vertakking;Bifurcation;Bifurcation
50.6353053339,6.03714839807;"{""type"": ""Point"", ""coordinates"": [6.037148398074381, 50.635305333939705]}";382;BE00382;REP;EUPEN;EUPEN;EUPEN;EUPEN;Eupen;Eupen;Eupen;Eupen;Eupen;Eupen;Station;Gare;Gare
50.6281862599,5.56338072314;"{""type"": ""Point"", ""coordinates"": [5.563380723141431, 50.628186259936314]}";1343;BE01343;GFLPL;LIEGE-PLANS;LIEGE-PLANS;LIEGE-PLANS;LIEGE-PLANS;Liège-Plans;Liège-Plans;Liège-Plans;Liège-Plans;Liège-Plans;Liège-Plans;Rooster;Gril;Gril
51.2908499789,4.39963742872;"{""type"": ""Point"", ""coordinates"": [4.399637428717789, 51.29084997893535]}";54;BE00054;RNUB3;ANTW-N-UITB3;ANTW-N-UITB3;ANTWERPEN-NOORD-UITRIT B3;ANTWERPEN-NOORD-UITRIT B3;Antw-N-UitB3;Antw-N-UitB3;Antw-Nd-Uitrit B3;Antw-Nd-Uitrit B3;Antwerpen-Noord-Uitrit B3;Antwerpen-Noord-Uitrit B3;Rooster;Gril;Gril
51.2461010003,5.5419099951;"{""type"": ""Point"", ""coordinates"": [5.541909995101332, 51.246101000306055]}";1368;BE01368;GHA;HAMONT;HAMONT;HAMONT;HAMONT;Hamont;Hamont;Hamont;Hamont;Hamont;Hamont;Station;Gare;Gare
51.0771446165,3.7518440353;"{""type"": ""Point"", ""coordinates"": [3.751844035301769, 51.07714461645704]}";65;BE00065;YBNDS;Y.BERNADETTE;Y.BERNADETTE;Y.BERNADETTESTRAAT;Y.BERNADETTESTRAAT;Y.Bernadette;Y.Bernadette;Y.Bernadettestraat;Y.Bernadettestraat;Y.Bernadettestraat;Y.Bernadettestraat;Vertakking;Bifurcation;Bifurcation
50.8170611622,4.40301819493;"{""type"": ""Point"", ""coordinates"": [4.403018194930254, 50.81706116221737]}";1530;BE01530;YMTB;Y.ETTERBEEK;Y.ETTERBEEK;Y.ETTERBEEK;Y.ETTERBEEK;Y.Etterbeek;Y.Etterbeek;Y.Etterbeek;Y.Etterbeek;Y.Etterbeek;Y.Etterbeek;Vertakking;Bifurcation;Bifurcation
